This list contains a sample (every seventh entry) of the the top 60,000 lemmas from the 
Corpus of Contemporary American English (COCA) (http://corpus.byu.edu/coca/).
You can also donwload an Excel verion: http://www.wordfrequency.info/files/wordlist_60k.xls

Note that this is the *only* frequency list of English that is corrected for a list this large.
All other frequency lists (if they are corrected at all, to remove bad entries) only correct the top 5,000 or 10,000 words.

It is also possible to purchase lists with the 200-300 most frequent collocates for each of the 
60,000 words in the frequency list.


For more information:

http://www.wordfrequency.info: Word frequency lists
http://corpus.byu.edu/coca/: Corpus of Contemporary American English (COCA)
http://davies-linguistics.byu.edu/ : Mark Davies

-------------------------------------------------------------------

Note that there are many lower-frequency words (e.g. #35,000-40,000 and lower) that are probably really NOUN,
but which are tagged as ADJ because they have an ADJ "function" (e.g. a *weight-training* regimen, a *sibilant* consonant). 


freq = frequency in the corpus
dispersion = Juilland's <d> dispersion measure (0-1): how "evenly" the lemma is distributed across the corpus
rank = a function of score (not shown here), but which is calculated as: freq * disp
pos = part of speech (see http://ucrel.lancs.ac.uk/claws7tags.html)


rank	lemma	PoS	freq	dispersion
35273	haggling	n	90	0.87
35280	full-year	j	96	0.81
35287	unstuck	j	87	0.89
35294	hardest-hit	j	92	0.84
35301	agog	j	89	0.87
35308	rentier	n	126	0.62
35315	universalistic	j	104	0.75
35322	mid-1970	m	95	0.82
35329	ambitiously	r	88	0.88
35336	ocean-going	j	89	0.87
35343	shuffleboard	n	89	0.87
35350	disputation	n	96	0.81
35357	ostinato	n	108	0.72
35364	compounded	j	91	0.85
35371	great-granddaughter	n	89	0.87
35378	yap	n	114	0.68
35385	particularistic	j	102	0.76
35392	crackers	j	90	0.86
35399	pebbled	j	92	0.84
35406	nihilist	n	90	0.85
35413	bifurcate	v	92	0.84
35420	trembling	n	94	0.82
35427	customizable	j	94	0.82
35434	interventionist	n	110	0.70
35441	intellectualism	n	99	0.77
35448	overindulge	v	92	0.83
35455	premade	j	97	0.79
35462	cudgel	n	94	0.81
35469	canvass	n	92	0.83
35476	sobbing	n	94	0.81
35483	all-girl	j	88	0.87
35490	pre-tax	j	94	0.81
35497	repugnance	n	90	0.85
35504	twenty-three-year-old	j	89	0.86
35511	magnetize	v	88	0.87
35518	all-too-familiar	j	87	0.88
35525	gift-giving	j	94	0.81
35532	clothed	j	87	0.87
35539	gorgonzola	n	93	0.82
35546	dickens	n	89	0.85
35553	nothing	n	102	0.74
35560	ambassadorship	n	89	0.85
35567	blotchy	j	91	0.83
35574	doodad	n	89	0.85
35581	protectiveness	n	86	0.88
35588	spawner	n	105	0.72
35595	wipeout	n	88	0.86
35602	thereupon	r	88	0.86
35609	pseudoscience	n	89	0.85
35616	fifty-year-old	j	88	0.86
35623	jute	n	108	0.70
35630	doyenne	n	88	0.86
35637	nucleon	n	141	0.53
35644	enveloping	j	87	0.87
35651	reddened	j	92	0.82
35658	intranasal	j	126	0.60
35665	better-paying	j	86	0.87
35672	hieroglyphic	j	91	0.83
35679	punctured	j	86	0.87
35686	good-luck	j	88	0.85
35693	evaporator	n	98	0.77
35700	unsurprised	j	92	0.81
35707	needle-like	j	87	0.86
35714	shipwreck	v	86	0.87
35721	unrepresented	j	88	0.85
35728	prequel	n	90	0.83
35735	crosscut	v	97	0.77
35742	earth-shattering	j	86	0.87
35749	heparin	n	106	0.70
35756	tough-looking	j	87	0.86
35763	excepting	i	84	0.89
35770	airily	r	90	0.83
35777	asymptotic	j	106	0.70
35784	largo	n	91	0.82
35791	enigmatically	r	87	0.85
35798	deltoid	n	97	0.77
35805	steepness	n	87	0.85
35812	light-headedness	n	86	0.86
35819	saggy	j	91	0.81
35826	gunfighter	n	89	0.83
35833	racecourse	n	89	0.83
35840	touristy	j	86	0.86
35847	half-assed	j	89	0.83
35854	aurally	r	93	0.80
35861	luger	n	92	0.80
35868	syringe	v	94	0.79
35875	cupful	n	86	0.86
35882	eight-page	j	85	0.87
35889	plasmid	n	117	0.63
35896	booker	n	87	0.85
35903	unvarying	j	85	0.87
35910	waterproof/breathable	j	111	0.66
35917	sandlot	n	88	0.84
35924	dolt	n	88	0.84
35931	enviously	r	86	0.85
35938	isotopic	j	91	0.81
35945	warpath	n	85	0.86
35952	orthopedics	n	89	0.82
35959	showboat	n	95	0.77
35966	cadaveric	j	112	0.65
35973	super-sized	j	88	0.83
35980	monied	j	85	0.86
35987	exfoliate	v	97	0.75
35994	poor-quality	j	85	0.86
36001	rear-seat	j	90	0.81
36008	fingerprinting	n	87	0.84
36015	peacemaking	n	87	0.84
36022	case-control	j	102	0.71
36029	endolymphatic	j	148	0.49
36036	biometrics	n	129	0.56
36043	procedurally	r	87	0.84
36050	late-breaking	j	84	0.87
36057	psychotherapeutic	j	91	0.80
36064	mid-70s	m	84	0.86
36071	cultic	j	108	0.67
36078	undercarriage	n	87	0.83
36085	photoelectric	j	94	0.77
36092	emancipated	j	86	0.84
36099	eugenic	j	95	0.76
36106	co-chief	j	97	0.75
36113	unranked	j	94	0.77
36120	unrehearsed	j	85	0.85
36127	retinol	n	102	0.71
36134	extrajudicial	j	87	0.83
36141	off-field	j	92	0.78
36148	dilatory	j	93	0.77
36155	godparent	n	111	0.65
36162	ambrosia	n	84	0.86
36169	mandala	n	87	0.82
36176	wind-chill	n	84	0.85
36183	food-related	j	88	0.81
36190	crate	v	84	0.85
36197	augmented	j	97	0.74
36204	unloaded	j	85	0.84
36211	itty-bitty	j	83	0.86
36218	trippy	j	85	0.84
36225	anthropomorphism	n	96	0.74
36232	twitching	n	84	0.85
36239	sociologically	r	87	0.82
36246	tyrannosaur	n	134	0.53
36253	lived-in	j	83	0.86
36260	clairvoyance	n	84	0.85
36267	pharaonic	j	85	0.84
36274	uncompleted	j	84	0.85
36281	encirclement	n	85	0.84
36288	percutaneous	j	113	0.63
36295	aide-de-camp	n	84	0.85
36302	much-maligned	j	82	0.86
36309	selflessly	r	80	0.89
36316	monumentally	r	81	0.87
36323	arm-twisting	n	82	0.86
36330	campo	n	91	0.78
36337	paperboy	n	88	0.80
36344	pig	v	81	0.87
36351	duplex	n	89	0.79
36358	pungency	n	84	0.84
36365	long-neglected	j	80	0.88
36372	col	n	92	0.77
36379	spearmint	n	83	0.85
36386	carpaccio	n	102	0.69
36393	disquisition	n	82	0.86
36400	codger	n	81	0.87
36407	left-of-center	j	84	0.84
36414	misty-eyed	j	80	0.88
36421	drowse	v	87	0.81
36428	trivialization	n	83	0.85
36435	outfox	v	80	0.88
36442	one-hit	j	87	0.81
36449	paunchy	j	82	0.85
36456	abstinent	j	151	0.46
36463	sexton	n	86	0.81
36470	must-win	j	89	0.78
36477	toke	n	88	0.79
36484	animating	j	82	0.85
36491	intercity	n	102	0.68
36498	ganache	n	93	0.75
36505	multistage	n	95	0.73
36512	roseate	j	85	0.82
36519	piddling	j	80	0.87
36526	sexualized	j	89	0.78
36533	loamy	j	80	0.87
36540	choked	j	84	0.83
36547	penitent	j	81	0.86
36554	flycatcher	n	87	0.80
36561	baklava	n	86	0.81
36568	bobblehead	n	91	0.76
36575	heat-seeking	j	81	0.85
36582	little-used	j	80	0.86
36589	Harvard-educated	j	79	0.87
36596	beside	r	84	0.82
36603	steam-powered	j	80	0.86
36610	italicize	v	81	0.85
36617	heraldic	j	82	0.84
36624	cybernetics	n	86	0.80
36631	relinquishment	n	92	0.75
36638	hydroxyl	n	90	0.76
36645	pickax	n	82	0.84
36652	panfish	n	91	0.76
36659	preachy	j	79	0.87
36666	handcart	n	89	0.77
36673	kaffir	n	91	0.75
36680	excellently	r	78	0.88
36687	immunohistochemical	j	111	0.62
36694	vouchsafe	v	80	0.86
36701	time-travel	j	89	0.77
36708	odorous	j	91	0.75
36715	third-best	j	85	0.80
36722	inculcation	n	88	0.78
36729	wrangle	n	79	0.86
36736	cognizance	n	82	0.83
36743	sunless	j	80	0.85
36750	obliviousness	n	79	0.86
36757	jarred	j	88	0.77
36764	rhetorician	n	91	0.75
36771	water-quality	j	85	0.80
36778	dustpan	n	85	0.80
36785	home-schooler	n	96	0.71
36792	Edenic	j	84	0.81
36799	much-discussed	j	78	0.87
36806	sextet	n	86	0.79
36813	combinatorial	j	123	0.55
36820	substratum	n	95	0.71
36827	gray-white	j	80	0.85
36834	presumptively	r	88	0.77
36841	horsemanship	n	82	0.82
36848	scrapie	n	105	0.64
36855	hidalgo	n	87	0.78
36862	hearing-impaired	j	113	0.60
36869	slashed	j	78	0.86
36876	falling-out	n	77	0.88
36883	softy	n	80	0.84
36890	chaebol	n	95	0.71
36897	rationalistic	j	89	0.76
36904	thrip	n	101	0.67
36911	recognizance	n	80	0.84
36918	confusingly	r	77	0.87
36925	sport-specific	j	86	0.78
36932	multitudinous	j	76	0.88
36939	peptic	j	84	0.80
36946	homepage	n	83	0.81
36953	mudroom	n	90	0.74
36960	scramble	n	79	0.85
36967	creamer	n	80	0.84
36974	thud	u	98	0.68
36981	disputant	n	94	0.71
36988	continence	n	90	0.74
36995	baluster	n	83	0.80
37002	periodization	n	88	0.76
37009	behaviorism	n	88	0.76
37016	merino	n	81	0.82
37023	feminized	j	83	0.80
37030	scraping	n	80	0.83
37037	plus-size	j	89	0.75
37044	self-employment	j	84	0.79
37051	betwixt	i	77	0.86
37058	raving	n	76	0.87
37065	windowed	j	79	0.84
37072	adsorption	n	91	0.73
37079	overcooked	j	76	0.87
37086	shew	v	82	0.81
37093	preformed	j	83	0.80
37100	investiture	n	89	0.74
37107	guideway	n	138	0.48
37114	birdcage	n	81	0.81
37121	cruciform	j	82	0.80
37128	scintilla	n	76	0.87
37135	keiretsu	n	92	0.72
37142	self-aggrandizement	n	77	0.86
37149	voiced	j	85	0.77
37156	penury	n	76	0.87
37163	misappropriate	v	77	0.85
37170	anarchism	n	84	0.78
37177	yammer	v	79	0.83
37184	capon	n	89	0.74
37191	penstemon	n	93	0.71
37198	choreographic	j	82	0.80
37205	tit-for-tat	j	83	0.79
37212	Phoenician	n	77	0.85
37219	monumentality	n	91	0.72
37226	brownout	n	77	0.85
37233	tricorder	n	114	0.57
37240	authoritarian	n	84	0.78
37247	frugally	r	75	0.87
37254	tracked	j	77	0.85
37261	bluebonnet	n	79	0.83
37268	stylization	n	83	0.78
37275	stagflation	n	79	0.82
37282	amine	n	83	0.78
37289	slipped	j	75	0.87
37296	washerwoman	n	76	0.85
37303	photoreceptor	n	92	0.71
37310	hydraulically	r	78	0.83
37317	catch-and-release	j	89	0.73
37324	drubbing	n	76	0.85
37331	clawing	j	81	0.80
37338	Doric	j	76	0.85
37345	art-world	j	77	0.84
37352	kola	n	87	0.74
37359	cool-season	j	81	0.80
37366	backlight	n	77	0.84
37373	prudish	j	74	0.87
37380	pasteurize	v	77	0.84
37387	mensch	n	85	0.76
37394	armless	j	76	0.85
37401	unpronounceable	j	77	0.84
37408	complexly	r	75	0.86
37415	kingmaker	n	77	0.84
37422	good-size	j	76	0.85
37429	unlearned	j	75	0.86
37436	misanthrope	n	76	0.84
37443	reanalysis	n	77	0.83
37450	invitation-only	j	77	0.83
37457	drowsily	r	81	0.79
37464	dome-shaped	j	75	0.85
37471	kibble	n	79	0.81
37478	scape	n	77	0.83
37485	extra-wide	j	81	0.79
37492	tentativeness	n	74	0.86
37499	red-brown	j	75	0.85
37506	H-bomb	n	82	0.78
37513	gearhead	n	78	0.82
37520	forbear	v	76	0.84
37527	unarticulated	j	78	0.82
37534	Argentinean	j	79	0.81
37541	unexposed	j	84	0.76
37548	megalopolis	n	78	0.82
37555	gunmetal	j	74	0.86
37562	vented	j	77	0.83
37569	intermediate	v	79	0.81
37576	two-pound	j	76	0.84
37583	safehouse	n	89	0.71
37590	in-season	j	78	0.81
37597	tractor-trailer	j	73	0.87
37604	oriole	n	79	0.80
37611	inviolability	n	75	0.84
37618	liven	v	73	0.87
37625	rearmament	n	83	0.76
37632	fortress-like	j	74	0.85
37639	creel	n	77	0.82
37646	one-off	j	75	0.84
37653	non-believer	n	74	0.85
37660	fuel-economy	j	81	0.78
37667	sureness	n	72	0.88
37674	squeezed	j	72	0.88
37681	papillary	j	101	0.62
37688	taproot	n	75	0.84
37695	fee-based	j	78	0.81
37702	coarseness	n	74	0.85
37709	intramuscular	j	124	0.51
37716	church-based	j	75	0.84
37723	seatmate	n	76	0.83
37730	subjunctive	n	124	0.51
37737	narc	n	81	0.77
37744	timekeeping	n	80	0.78
37751	rank-and-file	n	76	0.82
37758	chico	n	93	0.67
37765	soteriological	j	88	0.71
37772	speed-up	n	86	0.73
37779	numerology	n	73	0.86
37786	slutty	j	81	0.77
37793	jurisprudential	j	78	0.80
37800	tuneful	j	76	0.82
37807	millipede	n	80	0.78
37814	scorch	n	74	0.84
37821	enlarger	n	85	0.73
37828	foolproof	v	72	0.86
37835	defined-contribution	j	80	0.78
37842	breast-feeding	j	75	0.83
37849	mujahideen	j	82	0.76
37856	inseparably	r	73	0.85
37863	sweet-potato	j	75	0.83
37870	gradualism	n	81	0.76
37877	overproduce	v	72	0.86
37884	soft-core	j	81	0.76
37891	sonority	n	78	0.79
37898	overbuild	v	77	0.80
37905	sorrel	j	75	0.82
37912	hedging	n	75	0.82
37919	religionist	n	76	0.81
37926	week-old	j	71	0.87
37933	six-shooter	n	72	0.86
37940	mm-hm	u	83	0.74
37947	thirty-something	m	72	0.85
37954	Amerindian	n	93	0.66
37961	strong-armed	j	72	0.85
37968	irreligious	j	75	0.82
37975	hantavirus	n	94	0.65
37982	eleven-thirty	m	79	0.78
37989	facially	r	78	0.79
37996	flat-topped	j	72	0.85
38003	jingoism	n	71	0.86
38010	delimitation	n	83	0.74
38017	manikin	n	87	0.70
38024	sainted	j	71	0.86
38031	metadata	n	92	0.66
38038	vaunt	v	72	0.85
38045	Assyrian	n	75	0.81
38052	counterfactual	j	83	0.73
38059	good-night	u	79	0.77
38066	hillbilly	n	73	0.83
38073	wide-scale	j	72	0.84
38080	shabbily	r	70	0.87
38087	unfreeze	v	72	0.84
38094	disinvestment	n	87	0.70
38101	odd-shaped	j	71	0.85
38108	shul	n	81	0.75
38115	graywater	n	178	0.34
38122	handstand	n	71	0.85
38129	well-marked	j	73	0.83
38136	six-man	j	71	0.85
38143	carnivalesque	j	83	0.73
38150	weight-training	j	73	0.83
38157	mendacious	j	71	0.85
38164	medico	n	79	0.76
38171	ironstone	n	92	0.66
38178	parry	n	70	0.86
38185	hankering	n	69	0.87
38192	unframed	j	72	0.84
38199	mind-bending	j	70	0.86
38206	rezoning	j	87	0.69
38213	honourable	j	81	0.74
38220	two-career	j	82	0.73
38227	picketer	n	78	0.77
38234	rampaging	j	69	0.87
38241	bobbin	n	74	0.81
38248	dispositive	j	78	0.77
38255	grumpily	r	73	0.82
38262	bowstring	n	74	0.81
38269	necropolis	n	82	0.73
38276	osmotic	j	79	0.76
38283	white-sand	j	72	0.83
38290	clerkship	n	79	0.76
38297	tribune	n	84	0.71
38304	non-event	n	72	0.83
38311	Palladian	j	74	0.81
38318	gladiolus	n	81	0.74
38325	babbling	n	73	0.82
38332	what-if	n	68	0.88
38339	sibilant	j	73	0.82
38346	lustre	n	72	0.83
38353	wadi	n	77	0.77
38360	nor'easter	n	76	0.78
38367	paraplegia	n	89	0.67
38374	pee-wee	j	86	0.69
38381	capably	r	68	0.87
38388	dishwashing	j	71	0.83
38395	underfunding	n	69	0.86
38402	videocamera	n	92	0.64
38409	longbow	n	79	0.75
38416	well-ventilated	j	74	0.80
38423	sharp-tongued	j	68	0.87
38430	personal-injury	j	72	0.82
38437	machining	j	81	0.73
38444	imprecation	n	70	0.84
38451	public-opinion	j	71	0.83
38458	Pythagorean	j	72	0.82
38465	diptych	n	74	0.80
38472	mooring	j	72	0.82
38479	bravo	n	71	0.83
38486	gaining	n	68	0.86
38493	synchronic	j	85	0.69
38500	tear-stained	j	72	0.81
38507	defile	n	78	0.75
38514	maidservant	n	75	0.78
38521	dweeb	n	68	0.86
38528	trespassing	j	69	0.85
38535	froggy	j	97	0.60
38542	magnetar	n	148	0.39
38549	ambassadorial	j	69	0.85
38556	mid-1991	m	78	0.75
38563	semi-transparent	j	71	0.82
38570	large-group	j	79	0.74
38577	streptococcus	n	77	0.76
38584	imperium	n	75	0.78
38591	drake	n	77	0.76
38598	retitle	v	67	0.87
38605	shitload	n	76	0.77
38612	porker	n	69	0.84
38619	cozy	n	68	0.85
38626	crafter	n	72	0.81
38633	self-created	j	66	0.88
38640	womanizing	n	68	0.85
38647	terabyte	n	73	0.79
38654	robotically	r	70	0.83
38661	grooved	j	69	0.84
38668	Korean-American	j	70	0.83
38675	cauterize	v	68	0.85
38682	backspin	n	81	0.71
38689	macaque	n	79	0.73
38696	roll-call	n	75	0.77
38703	backstory	n	71	0.81
38710	skittle	n	69	0.84
38717	unproved	j	66	0.87
38724	survivable	j	68	0.85
38731	exceptionality	n	79	0.73
38738	jubilantly	r	67	0.86
38745	virtuosic	j	68	0.85
38752	head-coaching	j	77	0.75
38759	high-contrast	j	68	0.84
38766	near-universal	j	67	0.86
38773	full-flavored	j	72	0.80
38780	ruled	j	68	0.84
38787	thawed	j	71	0.81
38794	companionway	n	75	0.76
38801	kidney-shaped	j	73	0.78
38808	centuries-long	j	67	0.85
38815	molehill	n	66	0.87
38822	peacenik	n	68	0.84
38829	crew	v	67	0.85
38836	dressage	n	81	0.70
38843	eats	n	68	0.84
38850	smilingly	r	69	0.83
38857	foreign-aid	j	68	0.84
38864	ethno-national	j	92	0.62
38871	Afro-Brazilian	j	96	0.59
38878	test-taker	n	75	0.76
38885	absinthe	n	72	0.79
38892	sopping	r	69	0.82
38899	dong	n	70	0.81
38906	simpering	j	68	0.83
38913	unrelentingly	r	65	0.87
38920	trouper	n	66	0.86
38927	shorn	j	82	0.69
38934	towpath	n	76	0.74
38941	billow	n	68	0.83
38948	libelous	j	68	0.83
38955	highest-scoring	j	70	0.81
38962	unindicted	j	72	0.78
38969	supplied	j	68	0.83
38976	bioavailability	n	71	0.79
38983	pyrite	n	87	0.65
38990	honking	n	68	0.83
38997	war-weary	j	66	0.85
39004	corpsman	n	68	0.83
39011	no-till	j	79	0.71
39018	gape	n	68	0.83
39025	jewellery	n	72	0.78
39032	townsman	n	67	0.84
39039	ghee	n	69	0.81
39046	uncircumcised	j	68	0.82
39053	lawmaking	j	67	0.84
39060	non-immigrant	j	89	0.63
39067	paladin	n	82	0.68
39074	red-nosed	j	66	0.85
39081	snooker	v	67	0.83
39088	great-grandfather	j	65	0.86
39095	two-dozen	m	66	0.85
39102	detained	j	70	0.80
39109	reflectance	n	81	0.69
39116	anchored	j	65	0.86
39123	sports-related	j	66	0.84
39130	T-bone	j	64	0.87
39137	workpiece	n	84	0.66
39144	statism	n	71	0.78
39151	singleness	n	68	0.82
39158	zero-g	j	72	0.77
39165	raucously	r	65	0.85
39172	loess	n	79	0.70
39179	top-line	j	66	0.84
39186	consumable	j	67	0.83
39193	lessened	j	66	0.84
39200	massing	n	65	0.85
39207	crook	v	69	0.80
39214	outwork	n	66	0.84
39221	truculent	j	65	0.85
39228	fungible	j	64	0.86
39235	psychobabble	n	65	0.85
39242	uncorroborated	j	68	0.81
39249	creaturely	j	84	0.66
39256	slum	v	64	0.86
39263	Orientalist	j	72	0.76
39270	viva	n	69	0.80
39277	anti-incumbent	j	74	0.74
39284	pipsqueak	n	65	0.84
39291	bordering	j	63	0.87
39298	rainbow-colored	j	64	0.86
39305	bicoastal	j	65	0.84
39312	ninny	n	66	0.83
39319	secretary-treasurer	n	68	0.80
39326	melaleuca	n	116	0.47
39333	syntactical	j	70	0.78
39340	peevishly	r	67	0.81
39347	geomagnetic	j	74	0.74
39354	second-to-last	j	64	0.85
39361	twenty-eighth	m	66	0.83
39368	bonk	n	71	0.77
39375	tussock	n	67	0.81
39382	narrowing	j	64	0.85
39389	notational	j	76	0.71
39396	palm-size	j	68	0.80
39403	sheer	n	83	0.65
39410	post-Watergate	j	63	0.86
39417	forecourt	n	70	0.77
39424	broil	n	65	0.83
39431	doyen	n	63	0.86
39438	pastoralism	n	76	0.71
39445	high-def	j	86	0.63
39452	selectman	n	71	0.76
39459	lower-paid	j	65	0.83
39466	tragicomic	j	64	0.84
39473	national-level	j	72	0.75
39480	open-and-shut	j	63	0.86
39487	warfarin	n	69	0.78
39494	unimproved	j	64	0.84
39501	one-by-one	m	62	0.87
39508	inducer	n	101	0.53
39515	noncommittally	r	69	0.78
39522	tabla	n	64	0.84
39529	quaintly	r	62	0.87
39536	cryptographic	j	95	0.56
39543	archdiocesan	j	65	0.83
39550	clean-burning	j	67	0.80
39557	neutering	n	69	0.78
39564	spangle	n	65	0.82
39571	A-team	n	67	0.80
39578	slothful	j	62	0.86
39585	suss	v	65	0.82
39592	transgendered	j	89	0.60
39599	two-piece	n	68	0.78
39606	go-around	n	65	0.82
39613	battlefront	n	64	0.83
39620	one-note	j	62	0.86
39627	glaciation	n	66	0.81
39634	teensy	j	64	0.83
39641	chemical-free	j	67	0.79
39648	fueled	j	61	0.87
39655	chug	n	65	0.82
39662	radicalized	j	62	0.86
39669	self-involved	j	61	0.87
39676	misrule	n	63	0.84
39683	seventy-year-old	j	62	0.85
39690	Patagonian	j	84	0.63
39697	unendurable	j	63	0.84
39704	boomlet	n	63	0.84
39711	sauce	v	62	0.85
39718	wheezing	n	63	0.84
39725	bear-like	j	63	0.84
39732	lower-middle	j	62	0.85
39739	regress	n	69	0.76
39746	antique	v	64	0.82
39753	fading	n	61	0.86
39760	methylmercury	n	122	0.43
39767	tax-supported	j	63	0.84
39774	loosestrife	n	79	0.67
39781	dialing	n	66	0.80
39788	antifeminist	n	70	0.75
39795	polygyny	n	94	0.56
39802	moistness	n	62	0.85
39809	revamp	n	62	0.85
39816	handshaking	n	63	0.83
39823	wonky	j	66	0.79
39830	splintering	n	61	0.86
39837	thereon	r	63	0.83
39844	hetero	n	61	0.86
39851	demitasse	n	62	0.84
39858	voice-recognition	j	64	0.82
39865	unleavened	j	62	0.84
39872	backflip	n	65	0.80
39879	bollock	n	64	0.82
39886	means-tested	j	67	0.78
39893	fantasyland	n	61	0.85
39900	three-digit	j	61	0.85
39907	antitoxin	n	79	0.66
39914	blushing	j	63	0.83
39921	fainting	j	65	0.80
39928	non-hazardous	j	69	0.75
39935	hard-and-fast	j	61	0.85
39942	apostolate	n	93	0.56
39949	new-media	j	72	0.72
39956	bow-legged	j	63	0.82
39963	sturdily	r	61	0.85
39970	babbling	j	62	0.84
39977	alopecia	n	77	0.67
39984	hundred-year-old	j	61	0.85
39991	tautly	r	62	0.83
39998	slipping	n	60	0.86
40005	staying	j	60	0.86
40012	anthracite	n	67	0.77
40019	voile	n	63	0.82
40026	pre-college	j	70	0.74
40033	air-cooled	j	63	0.82
40040	changeless	j	64	0.80
40047	scorned	j	60	0.86
40054	polymorphous	j	65	0.79
40061	stroma	n	78	0.66
40068	elocution	n	62	0.83
40075	self-study	n	72	0.71
40082	muchacho	n	67	0.77
40089	sandman	n	66	0.78
40096	fee-only	j	105	0.49
40103	credentialed	j	61	0.84
40110	two-toned	j	60	0.85
40117	remodeler	n	63	0.81
40124	personified	j	69	0.74
40131	franchisor	n	90	0.57
40138	whirligig	n	71	0.72
40145	high-elevation	j	62	0.82
40152	Rastafarian	j	63	0.81
40159	chewable	j	62	0.82
40166	kudu	n	71	0.72
40173	chirpy	j	59	0.86
40180	weekender	n	61	0.83
40187	batsman	n	82	0.62
40194	pollack	n	94	0.54
40201	articulately	r	59	0.86
40208	anodyne	j	60	0.85
40215	combed	j	61	0.83
40222	Constructivist	j	71	0.71
40229	spellbinding	j	59	0.86
40236	six-cylinder	n	65	0.78
40243	sociobiology	n	70	0.72
40250	sacral	j	68	0.74
40257	mimeographed	j	59	0.86
40264	irritatingly	r	60	0.84
40271	natter	v	61	0.83
40278	conflictive	j	67	0.75
40285	tipster	n	60	0.84
40292	four-step	j	61	0.83
40299	eighteen-wheeler	n	64	0.79
40306	photonics	n	66	0.76
40313	fleur-de-lis	j	63	0.80
40320	Sisyphean	j	59	0.85
40327	devoutly	j	57	0.88
40334	codicil	n	61	0.82
40341	supernaturally	r	60	0.84
40348	awesomely	r	59	0.85
40355	Kafkaesque	j	62	0.81
40362	motor-driven	j	60	0.84
40369	beeping	j	62	0.81
40376	dogsled	j	61	0.82
40383	lighter-weight	j	63	0.79
40390	teletype	n	60	0.83
40397	counteroffer	n	59	0.85
40404	aerodynamically	r	63	0.79
40411	bouffant	j	60	0.83
40418	oedema	n	91	0.55
40425	blending	j	61	0.82
40432	dabbler	n	59	0.84
40439	phosphoric	j	75	0.66
40446	icehouse	n	61	0.82
40453	scotch	v	59	0.84
40460	appreciated	j	63	0.79
40467	pawnbroker	n	66	0.75
40474	Iranian-backed	j	61	0.81
40481	free-falling	j	58	0.86
40488	boozer	n	59	0.84
40495	self-organizing	j	65	0.76
40502	frowning	j	61	0.81
40509	post-conflict	j	64	0.77
40516	record-high	j	59	0.84
40523	drug-trafficking	j	60	0.83
40530	HIV-negative	j	62	0.80
40537	millenarian	j	65	0.76
40544	blade	v	60	0.82
40551	sealskin	n	64	0.77
40558	post-Katrina	j	70	0.70
40565	chesterfield	n	61	0.81
40572	well-grounded	j	59	0.84
40579	bucketful	n	58	0.85
40586	soundscape	n	59	0.84
40593	ester	n	64	0.77
40600	pinewood	n	61	0.81
40607	tag-team	j	60	0.82
40614	styler	n	63	0.78
40621	grating	n	62	0.79
40628	audio-taped	j	64	0.77
40635	colostrum	n	77	0.64
40642	schmaltzy	j	58	0.85
40649	e-mailer	n	64	0.77
40656	whosoever	p	60	0.82
40663	place-based	j	79	0.62
