This list contains a sample (every seventh entry) of the the top 60,000 lemmas from the 
Corpus of Contemporary American English (COCA) (http://corpus.byu.edu/coca/).
You can also donwload an Excel verion: http://www.wordfrequency.info/files/wordlist_60k.xls

Note that this is the *only* frequency list of English that is corrected for a list this large.
All other frequency lists (if they are corrected at all, to remove bad entries) only correct the top 5,000 or 10,000 words.

It is also possible to purchase lists with the 200-300 most frequent collocates for each of the 
60,000 words in the frequency list.


For more information:

http://www.wordfrequency.info: Word frequency lists
http://corpus.byu.edu/coca/: Corpus of Contemporary American English (COCA)
http://davies-linguistics.byu.edu/ : Mark Davies

-------------------------------------------------------------------

Note that there are many lower-frequency words (e.g. #35,000-40,000 and lower) that are probably really NOUN,
but which are tagged as ADJ because they have an ADJ "function" (e.g. a *weight-training* regimen, a *sibilant* consonant). 


freq = frequency in the corpus
dispersion = Juilland's <d> dispersion measure (0-1): how "evenly" the lemma is distributed across the corpus
rank = a function of score (not shown here), but which is calculated as: freq * disp
pos = part of speech (see http://ucrel.lancs.ac.uk/claws7tags.html)


rank	lemma	PoS	freq	dispersion
45724	unsexy	j	40	0.82
45731	highest-ranked	j	42	0.78
45738	patrilineage	n	50	0.66
45745	riotously	r	39	0.84
45752	canopy	v	41	0.80
45759	slaver	v	41	0.80
45766	maths	n	45	0.73
45773	debenture	n	44	0.74
45780	parley	v	40	0.82
45787	split-screen	j	40	0.82
45794	dermatological	j	47	0.70
45801	unfurnished	j	41	0.80
45808	gouged	j	39	0.84
45815	honoring	n	39	0.84
45822	gunnel	n	45	0.72
45829	chintzy	j	40	0.81
45836	rattletrap	n	40	0.81
45843	basketmaker	n	46	0.71
45850	tough-love	j	41	0.79
45857	Thatcherite	j	50	0.65
45864	military-related	j	39	0.83
45871	anointing	n	39	0.83
45878	achievement-related	j	48	0.68
45885	over-the-hill	j	40	0.81
45892	lipsticked	j	41	0.79
45899	enumerator	n	46	0.70
45906	mandoline	n	60	0.54
45913	antinomy	n	43	0.75
45920	guidestar	n	52	0.62
45927	shatterproof	j	39	0.83
45934	bestride	v	39	0.83
45941	hand-cut	j	39	0.83
45948	flag-waving	n	40	0.81
45955	presidentially	r	41	0.79
45962	female-dominated	j	42	0.77
45969	plugger	n	43	0.75
45976	rotating	n	39	0.83
45983	fragrance-free	j	43	0.75
45990	initiating	j	42	0.77
45997	eeriness	n	40	0.80
46004	nonrecognition	n	40	0.80
46011	two-timing	j	39	0.82
46018	trustful	j	39	0.82
46025	ethnicization	n	75	0.43
46032	lecithin	n	43	0.75
46039	kahuna	n	42	0.76
46046	unnameable	j	40	0.80
46053	lumpen	j	40	0.80
46060	tautness	n	39	0.82
46067	well-accepted	j	39	0.82
46074	contrastive	j	47	0.68
46081	fancifully	r	38	0.84
46088	great-great-grandmother	n	41	0.78
46095	interleukin	n	48	0.67
46102	irremediably	r	40	0.80
46109	rescission	n	46	0.69
46116	two-liter	j	39	0.82
46123	burbling	j	39	0.82
46130	hemodialysis	n	76	0.42
46137	white-on-white	j	41	0.78
46144	asteroidal	j	43	0.74
46151	macro-level	j	45	0.71
46158	wall-size	j	40	0.79
46165	conceptualist	n	42	0.76
46172	e-zine	n	54	0.59
46179	factuality	n	41	0.77
46186	misaligned	j	39	0.81
46193	cautery	n	58	0.55
46200	assonance	n	45	0.70
46207	prebiotic	j	57	0.56
46214	on-scene	j	40	0.79
46221	social-security	j	45	0.70
46228	pointy-toed	j	38	0.83
46235	scorekeeper	n	39	0.81
46242	woo-hoo	u	44	0.72
46249	batted	j	39	0.81
46256	non-contiguous	j	42	0.75
46263	anti-Islamic	j	40	0.79
46270	waitstaff	n	40	0.79
46277	externalization	n	41	0.77
46284	often-overlooked	j	38	0.83
46291	perspicacity	n	38	0.83
46298	greasepaint	n	39	0.81
46305	empanel	v	39	0.81
46312	pone	n	40	0.79
46319	monotonic	j	45	0.70
46326	timeshare	n	96	0.33
46333	Sunni-dominated	j	43	0.73
46340	revetment	n	45	0.70
46347	snake-oil	j	38	0.82
46354	hosting	n	38	0.82
46361	out-of-shape	j	38	0.82
46368	problematically	r	39	0.80
46375	excreta	n	39	0.80
46382	gristmill	n	40	0.78
46389	tomfoolery	n	37	0.85
46396	rhomboid	n	44	0.71
46403	telemedicine	n	54	0.58
46410	playgoer	n	42	0.74
46417	loden	n	46	0.68
46424	cartload	n	40	0.78
46431	exculpate	v	39	0.80
46438	touring	j	39	0.80
46445	counterforce	n	38	0.82
46452	joyride	v	38	0.82
46459	subarachnoid	j	68	0.46
46466	lockable	j	43	0.72
46473	add-in	n	39	0.80
46480	fencerow	n	41	0.76
46487	pasturage	n	40	0.78
46494	plainclothesman	n	48	0.65
46501	shearing	j	39	0.80
46508	hand-stitched	j	39	0.80
46515	enduringly	r	38	0.82
46522	high-back	n	38	0.82
46529	venturi	n	42	0.74
46536	maternally	r	41	0.76
46543	lamplit	j	40	0.77
46550	fish-oil	j	47	0.66
46557	mustiness	n	39	0.79
46564	giantess	n	39	0.79
46571	over-50	m	41	0.75
46578	underperforming	j	38	0.81
46585	insensate	j	38	0.81
46592	two-hitter	n	45	0.69
46599	glissando	n	42	0.73
46606	impactful	j	39	0.79
46613	three-sport	j	39	0.79
46620	estate-tax	j	49	0.63
46627	interruptible	j	45	0.68
46634	grease-stained	j	38	0.81
46641	fifth-century	j	40	0.77
46648	anticonvulsant	n	43	0.71
46655	state-issued	j	39	0.79
46662	well-meant	j	37	0.83
46669	brunet	n	38	0.81
46676	madrassah	n	64	0.48
46683	armhole	n	38	0.81
46690	voracity	n	38	0.81
46697	second-line	j	44	0.69
46704	antedate	v	39	0.78
46711	graviton	n	48	0.64
46718	waggle	n	40	0.76
46725	defacement	n	37	0.82
46732	misnamed	j	37	0.82
46739	reductase	n	50	0.61
46746	goopy	j	38	0.80
46753	sweet-natured	j	38	0.80
46760	intelligibly	r	39	0.78
46767	domicile	v	39	0.78
46774	sidesaddle	n	38	0.80
46781	malnourishment	n	37	0.82
46788	cursing	n	37	0.82
46795	sourpuss	n	37	0.82
46802	coonskin	n	38	0.80
46809	junk	j	38	0.80
46816	pitying	j	39	0.78
46823	taxman	n	39	0.78
46830	reproduced	j	40	0.76
46837	submillimeter	j	43	0.70
46844	no-stick	j	58	0.52
46851	single-handed	r	39	0.77
46858	coloratura	n	41	0.74
46865	residentially	r	38	0.79
46872	thrift-store	j	38	0.79
46879	netball	n	55	0.55
46886	high-stepping	j	37	0.82
46893	planked	j	37	0.82
46900	biliary	j	56	0.54
46907	term-limit	j	42	0.72
46914	wiggler	n	39	0.77
46921	demoiselle	n	67	0.45
46928	pre-competition	j	69	0.44
46935	mud-colored	j	37	0.81
46942	ultra-low	j	37	0.81
46949	channeled	j	42	0.72
46956	bestowal	n	40	0.75
46963	sexualization	n	39	0.77
46970	demiurge	n	39	0.77
46977	humaneness	n	38	0.79
46984	translocation	n	40	0.75
46991	bottom-line	n	37	0.81
46998	kicky	j	37	0.81
47005	pissing	j	40	0.75
47012	mid-2000	m	43	0.70
47019	ascertainable	j	39	0.77
47026	mescaline	n	40	0.75
47033	disclosed	j	38	0.78
47040	extratextual	j	43	0.69
47047	prefectural	j	42	0.71
47054	four-seater	j	37	0.80
47061	unwaveringly	r	37	0.80
47068	layabout	n	39	0.76
47075	trial	v	39	0.76
47082	Earth-crossing	j	47	0.63
47089	ballcarrier	n	38	0.78
47096	roiling	n	36	0.82
47103	aerodigestive	j	46	0.65
47110	methionine	n	47	0.63
47117	smartass	n	39	0.76
47124	cog	v	37	0.80
47131	three-week	n	35	0.85
47138	gutter	v	38	0.78
47145	Slav	j	41	0.72
47152	robbing	n	37	0.80
47159	double-checking	n	36	0.82
47166	post-feminist	j	36	0.82
47173	self-test	n	40	0.74
47180	andante	n	37	0.80
47187	twenty-year-old	n	37	0.80
47194	mud-spattered	j	38	0.78
47201	pre-testing	j	43	0.68
47208	stress-reduction	j	39	0.75
47215	pine-covered	j	35	0.84
47222	protuberant	j	36	0.82
47229	cross-generational	j	36	0.82
47236	niobium	n	85	0.35
47243	covetousness	n	37	0.79
47250	boyish-looking	j	37	0.79
47257	non-representative	j	38	0.77
47264	Manichaean	j	39	0.75
47271	harissa	n	42	0.70
47278	mycobacterial	j	56	0.52
47285	patrician	j	36	0.81
47292	three-foot-long	j	36	0.81
47299	salver	n	37	0.79
47306	papist	n	38	0.77
47313	dorado	n	39	0.75
47320	hypnotism	n	38	0.77
47327	Tahitian	n	56	0.52
47334	shopgirl	n	40	0.73
47341	braying	n	38	0.77
47348	ambassador-at-large	n	37	0.79
47355	self-financed	j	36	0.81
47362	charmless	j	36	0.81
47369	zig-zag	j	36	0.81
47376	metallic	n	39	0.75
47383	overdeveloped	j	35	0.83
47390	uvula	n	58	0.50
47397	veto-proof	j	38	0.76
47404	sociobiologist	n	42	0.69
47411	glockenspiel	n	39	0.74
47418	three-acre	j	36	0.80
47425	cava	n	36	0.80
47432	first-inning	j	39	0.74
47439	starfield	n	39	0.74
47446	system-level	j	38	0.76
47453	pointlessness	n	35	0.83
47460	five-room	j	35	0.83
47467	reprobate	n	35	0.82
47474	rounders	n	40	0.72
47481	pearl-handled	j	37	0.78
47488	decoded	j	39	0.74
47495	supplicate	v	36	0.80
47502	gasbag	n	74	0.39
47509	tobacconist	n	38	0.76
47516	gorget	n	42	0.68
47523	oddment	n	37	0.78
47530	prevaricate	v	35	0.82
47537	low-riding	j	35	0.82
47544	animality	n	39	0.74
47551	nutraceutical	j	54	0.53
47558	pure-white	j	38	0.75
47565	riddled	j	36	0.80
47572	flower-print	j	36	0.80
47579	sensation-seeking	j	47	0.61
47586	pressure-sensitive	j	37	0.77
47593	Asian-style	j	37	0.77
47600	bandbox	n	40	0.71
47607	red-and-yellow	j	35	0.82
47614	compleat	j	35	0.82
47621	space-saving	j	38	0.75
47628	Sahelian	j	44	0.65
47635	Hittite	j	39	0.73
47642	imagistic	j	36	0.79
47649	slow-cooked	j	36	0.79
47656	dodging	n	36	0.79
47663	caulking	n	43	0.66
47670	germ-free	j	37	0.77
47677	phonebook	n	37	0.77
47684	four-block	j	34	0.84
47691	well-articulated	j	35	0.81
47698	advantageously	r	35	0.81
47705	recalibration	n	35	0.81
47712	monomaniacal	j	35	0.81
47719	Czarist	j	36	0.79
47726	nailed	j	36	0.79
47733	laryngoscope	n	53	0.54
47740	gas-rich	j	37	0.77
47747	alternative-energy	j	38	0.75
47754	trans-fatty	j	39	0.73
47761	copybook	n	44	0.64
47768	stewpot	n	34	0.83
47775	foppish	j	34	0.83
47782	self-disgust	n	35	0.81
47789	high-profit	j	35	0.81
47796	carnelian	j	36	0.78
47803	eight-by-ten	m	37	0.76
47810	culture-bound	j	37	0.76
47817	carryall	n	37	0.76
47824	bilateralism	n	42	0.67
47831	inexpressive	j	40	0.70
47838	fatiguing	j	37	0.76
47845	do-nothing	n	36	0.78
47852	ionizing	j	36	0.78
47859	lemon-yellow	j	35	0.80
47866	awe-struck	j	35	0.80
47873	syphilitic	j	35	0.80
47880	mother-to-be	n	34	0.83
47887	perceivable	j	34	0.83
47894	insider-trading	j	39	0.72
47901	videocam	n	37	0.76
47908	flip-flopper	n	47	0.60
47915	partyer	n	36	0.78
47922	shrimping	j	36	0.78
47929	liberal-democratic	j	40	0.70
47936	white-walled	j	35	0.80
47943	mass-marketed	j	35	0.80
47950	near-surface	j	38	0.73
47957	three-block	j	34	0.82
47964	last-chance	j	34	0.82
47971	Corsican	j	37	0.75
47978	fantasist	n	36	0.77
47985	Thracian	j	46	0.61
47992	preconquest	j	52	0.54
47999	marchese	n	38	0.73
48006	pop-cultural	j	35	0.79
48013	technics	n	43	0.65
48020	ballooning	n	37	0.75
48027	Stradivarius	n	41	0.68
48034	cautiousness	n	34	0.82
48041	codpiece	n	34	0.82
48048	kaffiyeh	n	36	0.77
48055	allen	j	40	0.69
48062	inquisitively	r	37	0.75
48069	hemolytic	j	41	0.67
48076	full-price	j	35	0.79
48083	sleepwalking	j	35	0.79
48090	headspace	n	41	0.67
48097	major-party	j	38	0.73
48104	Indo-European	n	43	0.64
48111	black-robed	j	34	0.81
48118	darnedest	j	34	0.81
48125	toniest	j	34	0.81
48132	furrier	n	37	0.74
48139	hireling	n	35	0.79
48146	decongestant	j	35	0.79
48153	carbon-rich	j	39	0.70
48160	periosteum	n	45	0.61
48167	damply	r	37	0.74
48174	hasp	n	38	0.72
48181	disorder	v	34	0.81
48188	stegosaurus	n	34	0.81
48195	hematocrit	n	39	0.70
48202	anti-affirmative	j	35	0.78
48209	current-account	j	48	0.57
48216	quantized	j	42	0.65
48223	dowser	n	38	0.72
48230	froufrou	n	35	0.78
48237	unpracticed	j	33	0.83
48244	esthetically	r	34	0.80
48251	fragile-looking	j	34	0.80
48258	smutty	j	34	0.80
48265	flatworm	n	35	0.78
48272	scrollwork	n	35	0.78
48279	truckstop	n	36	0.76
48286	reoccupation	n	37	0.74
48293	turbofan	n	50	0.54
48300	micromachine	n	55	0.49
48307	free-style	j	41	0.66
48314	seven-person	j	37	0.73
48321	mansard	n	36	0.75
48328	red-painted	j	35	0.78
48335	first-level	j	35	0.78
48342	one-off	n	34	0.80
48349	neurophysiology	n	34	0.80
48356	tear-streaked	j	34	0.80
48363	gilding	n	33	0.82
48370	innervation	n	63	0.43
48377	non-conforming	j	38	0.71
48384	geoeconomic	j	46	0.59
48391	unchosen	j	36	0.75
48398	mechanical	n	42	0.64
48405	long-wavelength	j	35	0.77
48412	oxygenate	n	40	0.67
48419	lubricious	j	34	0.79
48426	Catalonian	j	34	0.79
48433	Rhenish	j	38	0.71
48440	political-science	j	37	0.73
48447	prison-like	j	33	0.82
48454	buffered	j	40	0.67
48461	stick-like	j	36	0.75
48468	verdure	n	34	0.79
48475	pinking	n	35	0.77
48482	bulked-up	j	35	0.77
48489	mini-blinds	n	34	0.79
48496	fatso	n	34	0.79
48503	driverless	j	34	0.79
48510	webby	j	36	0.74
48517	debe	n	38	0.70
48524	silent-film	j	33	0.81
48531	hundred-foot	j	33	0.81
48538	busk	v	35	0.76
48545	organochlorine	j	45	0.59
48552	chatelaine	n	39	0.69
48559	cockerel	n	34	0.78
48566	industrial-scale	j	34	0.78
48573	biped	n	36	0.74
48580	derisory	j	32	0.83
48587	laughing	n	33	0.81
48594	one-eighty	m	35	0.76
48601	sweat-drenched	j	35	0.76
48608	salaam	v	33	0.81
48615	high-decibel	j	33	0.81
48622	government-in-exile	n	36	0.74
48629	astrometric	j	39	0.68
48636	ultima	n	34	0.78
48643	single-stage	j	37	0.72
48650	pro-style	j	35	0.76
48657	gunrunner	n	35	0.76
48664	best-educated	j	32	0.83
48671	moonlet	n	39	0.68
48678	fecal-coliform	j	52	0.51
48685	deviously	r	33	0.80
48692	affronted	j	33	0.80
48699	dingbat	n	33	0.80
48706	darkish	j	33	0.80
48713	Neandertal	j	44	0.60
48720	violet-blue	j	34	0.78
48727	non-elected	j	34	0.78
48734	grayed	j	39	0.68
48741	banyan	n	35	0.75
48748	nonporous	j	36	0.73
48755	engorgement	n	38	0.69
48762	cabalistic	j	32	0.82
48769	artfulness	n	32	0.82
48776	co-inventor	n	33	0.80
48783	three-cornered	j	33	0.80
48790	therewith	r	34	0.77
48797	multileveled	j	34	0.77
48804	pressroom	n	35	0.75
48811	crooning	n	32	0.82
48818	Gen-xer	n	40	0.65
48825	decadal	j	38	0.69
48832	socio-ecological	j	35	0.75
48839	hepatocellular	j	41	0.64
48846	plebeian	n	42	0.62
48853	ill-trained	j	33	0.79
48860	broad-ranging	j	33	0.79
48867	check-writing	j	32	0.82
48874	merrymaking	n	32	0.82
48881	commendably	r	32	0.82
48888	mid-cabin	n	45	0.58
48895	fifty-dollar	j	36	0.72
48902	zoonotic	j	46	0.57
48909	multi-agency	j	34	0.77
48916	non-participating	j	42	0.62
48923	bohemia	n	33	0.79
48930	kilim	n	33	0.79
48937	baby-food	j	33	0.79
48944	arrant	j	32	0.81
48951	snug-fitting	j	32	0.81
48958	dieldrin	n	42	0.62
48965	bone-density	j	40	0.65
48972	neurogenic	j	39	0.66
48979	fifth-ranked	j	34	0.76
48986	laver	n	34	0.76
48993	schoolbus	n	34	0.76
49000	contemporaneity	n	33	0.78
49007	high-margin	j	33	0.78
49014	highboy	n	36	0.72
49021	switch-hitting	j	35	0.74
49028	wallet-sized	j	32	0.81
49035	lightheartedness	n	32	0.81
49042	vacuum-packed	j	32	0.81
49049	summoning	n	34	0.76
49056	pleural	j	64	0.40
49063	dysphonia	n	55	0.47
49070	champaign	n	31	0.83
49077	public-education	j	33	0.78
49084	win-loss	j	33	0.78
49091	tropical	n	35	0.73
49098	hyper-real	j	35	0.73
49105	junto	n	38	0.67
49112	dusk-to-dawn	j	34	0.75
49119	law-breaking	n	32	0.80
49126	serried	j	32	0.80
49133	standing-room	j	32	0.80
49140	longer-lived	j	32	0.80
49147	hacendado	n	43	0.60
49154	electron-beam	j	44	0.58
49161	calcareous	j	33	0.77
49168	shuddering	n	33	0.77
49175	wide-leg	j	36	0.71
49182	anti-regime	j	36	0.71
49189	lunch-hour	j	31	0.82
49196	pick-your-own	j	34	0.75
49203	inactivated	j	37	0.69
49210	kneaded	j	35	0.73
49217	posada	n	41	0.62
49224	blondish	j	32	0.80
49231	dance-hall	j	32	0.80
49238	routinization	n	39	0.65
49245	hadrosaur	n	45	0.57
49252	distastefully	r	33	0.77
49259	spastically	r	33	0.77
49266	elate	v	34	0.75
49273	peritonsillar	j	57	0.45
49280	punctually	r	31	0.82
49287	tended	j	31	0.82
49294	hagiographic	j	37	0.68
49301	state-licensed	j	32	0.79
49308	Yale-educated	j	32	0.79
49315	squareness	n	33	0.77
49322	adiabatic	j	46	0.55
49329	gosling	n	36	0.70
49336	palindrome	n	41	0.62
49343	connexion	n	34	0.74
49350	paediatrics	n	33	0.76
49357	nailhead	n	33	0.76
49364	photo-op	j	32	0.79
49371	classic-rock	j	32	0.79
49378	duck-billed	j	32	0.79
49385	drabness	n	31	0.81
49392	boxful	n	31	0.81
49399	baptistery	n	55	0.46
49406	tunesmith	n	31	0.81
49413	drug-use	j	41	0.61
49420	protectant	n	36	0.70
49427	gloating	n	31	0.81
49434	well-trimmed	j	32	0.78
49441	seventh-place	j	32	0.78
49448	yes-no	j	32	0.78
49455	multiprocessor	n	88	0.28
49462	near-unanimous	j	31	0.81
49469	ubiquitously	r	31	0.81
49476	traffic-choked	j	31	0.81
49483	masticate	v	31	0.81
49490	race-specific	j	36	0.69
49497	adventitious	j	40	0.62
49504	ampoule	n	34	0.73
49511	neuroendocrine	j	44	0.57
49518	spaetzle	n	33	0.75
49525	sea-lane	n	37	0.67
49532	red-legged	j	36	0.69
49539	head-butt	n	32	0.78
49546	astuteness	n	32	0.78
49553	amoebic	j	35	0.71
49560	diplomate	n	61	0.41
49567	heat-transfer	j	34	0.73
49574	grogginess	n	31	0.80
49581	roller-skating	j	31	0.80
49588	dudgeon	n	31	0.80
49595	squelching	n	31	0.80
49602	office-based	j	39	0.64
49609	comb-over	n	33	0.75
49616	retracted	j	30	0.83
49623	incompetently	r	30	0.83
49630	wanker	n	32	0.77
49637	solid-color	j	32	0.77
49644	crofter	n	39	0.63
49651	lovely	n	31	0.80
49658	lingcod	n	61	0.40
49665	bacon-wrapped	j	33	0.75
49672	ever-smaller	j	31	0.80
49679	spectacular	n	31	0.80
49686	low-tax	j	31	0.80
49693	nasogastric	j	37	0.67
49700	nisei	n	38	0.65
49707	deep-red	j	32	0.77
49714	double-paned	j	37	0.66
49721	state-operated	j	30	0.82
49728	axonal	j	42	0.58
49735	witchery	n	33	0.74
49742	frosted-glass	j	31	0.79
49749	promenade	v	31	0.79
49756	pushrod	n	34	0.72
49763	meteoroid	j	37	0.66
49770	one-act	n	35	0.70
49777	espy	v	32	0.76
49784	pre-professional	j	32	0.76
49791	dromedary	n	32	0.76
49798	opacification	n	36	0.68
49805	ipecac	n	40	0.61
49812	southward	j	30	0.81
49819	drenching	n	30	0.81
49826	undecipherable	j	30	0.81
49833	hypercar	n	69	0.35
49840	Communist-era	j	31	0.79
49847	houri	n	31	0.79
49854	advanced-placement	j	31	0.79
49861	tunelessly	r	32	0.76
49868	piebald	j	33	0.74
49875	glottis	n	34	0.71
49882	bioaccumulation	n	36	0.67
49889	yawl	n	52	0.47
49896	big-haired	j	30	0.81
49903	on-location	j	30	0.81
49910	self-designated	j	30	0.81
49917	fizzing	j	31	0.78
49924	predecease	v	31	0.78
49931	bookbinder	n	32	0.76
49938	rapeseed	n	32	0.76
49945	computer-chip	j	33	0.73
49952	low-oxygen	j	34	0.71
49959	self-disclosure	j	36	0.67
49966	crassness	n	29	0.83
49973	civilian-military	j	35	0.69
49980	plantsman	n	34	0.71
49987	isomorphic	j	33	0.73
49994	water-stained	j	32	0.75
50001	swarming	n	31	0.78
50008	lanolin	n	31	0.78
50015	armour	v	31	0.78
50022	similar-looking	j	30	0.80
50029	pain-killing	j	30	0.80
50036	relinquishing	n	30	0.80
50043	abstractedly	r	35	0.69
50050	okapi	n	102	0.23
50057	delegative	j	39	0.61
50064	egocentricity	n	32	0.75
50071	spectroscope	n	36	0.66
50078	disproportional	j	31	0.77
50085	guayabera	n	31	0.77
50092	giveback	n	30	0.80
50099	preeminent	n	30	0.80
50106	unfurling	n	30	0.80
50113	hopped-up	j	30	0.80
50120	gingered	j	33	0.72
50127	thromboembolism	n	44	0.54
50134	refashioning	n	32	0.74
50141	hard-faced	j	32	0.74
50148	switchover	n	29	0.82
50155	bacchanalia	n	34	0.70
50162	metalhead	n	31	0.77
50169	ringless	j	31	0.77
50176	mesoscopic	j	36	0.66
50183	stripping	n	30	0.79
50190	barreled	j	30	0.79
50197	disciplining	n	30	0.79
50204	hog-tied	j	30	0.79
50211	inch-wide	j	30	0.79
50218	contritely	r	32	0.74
50225	hyperparathyroidism	n	51	0.46
50232	magnetics	n	35	0.68
50239	rockfall	n	31	0.76
50246	woozily	r	31	0.76
50253	front-yard	j	31	0.76
50260	deceiving	j	29	0.81
50267	one-world	j	36	0.66
50274	adventurousness	n	29	0.81
50281	subclass	n	30	0.79
50288	six-plus	j	30	0.78
50295	lizard-like	j	30	0.78
50302	great-great-grandson	n	30	0.78
50309	self-tanning	j	33	0.71
50316	principalship	n	35	0.67
50323	manoeuvre	n	31	0.76
50330	eight-item	j	35	0.67
50337	parasitical	j	41	0.57
50344	favoring	j	29	0.81
50351	deliverymen	n	29	0.81
50358	talentless	j	29	0.81
50365	aerobatic	j	33	0.71
50372	aphelion	n	33	0.71
50379	high-key	j	37	0.63
50386	objectivism	n	38	0.62
50393	ninety-year-old	j	30	0.78
50400	symbiotically	r	30	0.78
50407	off-day	n	30	0.78
50414	problem-oriented	j	35	0.67
50421	trollop	n	31	0.75
50428	excisional	j	36	0.65
50435	cowpox	n	56	0.42
50442	ensuite	j	34	0.68
50449	portcullis	n	35	0.66
50456	too-high	j	28	0.83
50463	fancied	j	29	0.80
50470	up-close-and-personal	j	29	0.80
50477	disconcerted	j	29	0.80
50484	evenhandedly	r	30	0.77
50491	ditsy	j	30	0.77
50498	circumstantially	r	30	0.77
50505	head-turning	j	30	0.77
50512	conventionalized	j	30	0.77
50519	sepulchre	n	31	0.75
50526	district-level	j	32	0.73
50533	charting	n	32	0.73
50540	bagasse	n	34	0.68
50547	big-mountain	j	40	0.58
50554	all-optical	j	37	0.62
50561	guanine	n	33	0.70
50568	hunchbacked	j	31	0.74
50575	white-on-black	j	30	0.77
50582	coltish	j	30	0.77
50589	macerate	v	30	0.77
50596	pimpled	j	30	0.77
50603	spotlighted	j	29	0.80
50610	near-normal	j	29	0.80
50617	idled	j	29	0.80
50624	border-crossing	j	29	0.80
50631	bare-knuckled	j	29	0.80
50638	overdevelop	v	28	0.82
50645	interiorize	v	36	0.64
50652	novelization	n	33	0.70
50659	petrous	j	41	0.56
50666	Hanseatic	j	31	0.74
50673	biowarfare	n	31	0.74
50680	dreaminess	n	30	0.76
50687	half-lidded	j	30	0.76
50694	rifling	n	41	0.56
50701	pan-ethnic	j	33	0.69
50708	opaquely	r	29	0.79
50715	off-loading	n	29	0.79
50722	mocking	n	29	0.79
50729	realistic-looking	j	29	0.79
50736	light-tackle	j	32	0.71
50743	smarty-pants	n	28	0.82
50750	bobble	n	28	0.82
50757	toe-tapping	j	28	0.82
50764	gray-eyed	j	31	0.74
50771	injera	n	41	0.56
50778	vasoconstrictor	n	49	0.47
50785	cordovan	j	36	0.63
50792	sun-streaked	j	30	0.76
50799	nicker	v	32	0.71
50806	disapprobation	n	29	0.78
50813	leopard-skin	j	29	0.78
50820	self-designed	j	29	0.78
50827	provoking	j	29	0.78
50834	headlining	j	29	0.78
50841	plotless	j	29	0.78
50848	half-cup	j	31	0.73
50855	Yemenite	j	33	0.69
50862	health-risk	j	44	0.51
50869	sulphuric	j	30	0.75
50876	poppy-seed	j	32	0.71
50883	abusively	r	28	0.81
50890	recalling	n	28	0.81
50897	misquote	n	29	0.78
50904	white-trash	j	31	0.73
50911	frosh	n	29	0.78
50918	quadruped	j	29	0.78
50925	divorcing	j	29	0.78
50932	four-passenger	j	29	0.78
50939	year-to-date	j	29	0.78
50946	heh-heh	u	32	0.70
50953	latch-key	j	30	0.75
50960	subject-object	j	33	0.68
50967	fluoridated	j	31	0.72
50974	air-conduction	j	52	0.43
50981	back-slapping	j	28	0.80
50988	seemly	j	28	0.80
50995	straight-arrow	j	28	0.80
51002	vacillating	j	28	0.80
51009	replicant	n	34	0.66
51016	cruet	n	32	0.70
51023	silky-smooth	j	29	0.77
51030	farrago	n	29	0.77
51037	prophylactic	n	29	0.77
51044	Anglo-Indian	j	33	0.68
51051	vocationally	r	30	0.75
51058	presider	n	30	0.75
51065	estancia	n	39	0.57
51072	Iroquoian	j	51	0.44
51079	land-tenure	j	37	0.60
51086	mycobacteria	n	34	0.66
51093	gleanings	n	28	0.80
51100	namby-pamby	j	28	0.80
51107	mouse-like	j	28	0.80
51114	indecently	r	28	0.80
51121	surmountable	j	28	0.80
51128	twelve-bar	j	36	0.62
51135	lethargically	r	29	0.77
51142	unkindness	n	29	0.77
51149	better-tasting	j	29	0.77
51156	wavery	j	30	0.74
51163	age-defying	j	30	0.74
51170	rumen	n	31	0.72
51177	stroboscopic	j	32	0.69
51184	pulsatile	j	33	0.67
51191	open-endedness	n	32	0.69
51198	interconnectivity	n	29	0.76
51205	subjectivist	n	33	0.67
51212	lysis	n	32	0.69
51219	vomiting	j	31	0.71
51226	blue-chip	n	30	0.74
51233	commoditization	n	38	0.58
51240	undiplomatic	j	29	0.76
51247	rain-slicked	j	29	0.76
51254	proselytizing	j	28	0.79
51261	one-hand	j	28	0.79
51268	shrimp-like	j	28	0.79
51275	rending	n	28	0.79
51282	hearing-impaired	n	29	0.76
51289	honeycombed	j	27	0.82
51296	presbyopia	n	35	0.63
51303	soft-shelled	j	33	0.67
51310	green-striped	j	31	0.71
51317	ruminant	j	30	0.73
51324	bleeding	n	29	0.76
51331	long-ball	j	29	0.76
51338	eastward	j	29	0.76
51345	sensate	j	34	0.65
51352	Sunni-Shiite	j	33	0.66
51359	scrunchie	n	28	0.78
51366	quasi-military	j	28	0.78
51373	fourth-leading	j	28	0.78
51380	nail-biter	n	28	0.78
51387	translocal	j	46	0.48
51394	wigeon	n	31	0.71
51401	dehumanized	j	27	0.81
51408	travail	v	27	0.81
51415	German-Polish	j	39	0.56
51422	firelit	j	30	0.73
51429	reinvestigate	v	30	0.73
51436	corbel	n	33	0.66
51443	syntactically	r	29	0.75
51450	legionary	n	32	0.68
51457	beckoning	n	27	0.81
51464	child-related	j	34	0.64
51471	axilla	n	38	0.57
51478	penny-pinching	n	28	0.78
51485	disfavored	j	28	0.78
51492	bathetic	j	28	0.78
51499	alluringly	r	28	0.78
51506	impotently	r	28	0.78
