#freq	word	小学	初中	高中	大学	大学教纲	新概念	四级	六级	考研	专四	专八	BEC	CATTI	IELTS	TOEFL	SAT	GRE	GMAT	MBA	TOEIC
726	finished			1																	
727	enjoy	1	1	1		1	1	1	1	1										1	
728	road	1	1	1		1		1	1	1										1	
730	interesting	1	1	1		1	1	1	1	1										1	
731	tough		1	1	1	1	1	1	1	1	1				1	1				1	
732	kiss		1	1		1		1	1	1				1						1	
734	surprise	1	1	1		1	1	1	1	1										1	
735	forever		1	1		1		1	1	1				1						1	
737	floor		1	1		1	1	1	1	1				1						1	
738	imagine		1	1		1	1	1	1	1				1						1	
739	join	1	1	1		1	1	1	1	1				1						1	
740	standing														1	1					
741	music	1	1	1		1		1	1	1				1						1	
742	bought	1	1																		
744	strong	1	1	1		1	1	1	1	1										1	
745	eight	1	1	1		1		1	1	1										1	
746	completely			1				1	1												
747	charge		1	1	1	1	1	1	1	1	1		1		1					1	
748	interested		1																	1	
749	state	1	1	1		1	1	1	1	1	1									1	
750	count		1	1		1	1	1	1	1	1									1	
751	certain		1	1		1	1	1	1	1										1	
754	Dr			1																	
755	lunch	1	1	1		1	1	1	1	1										1	
757	future	1	1	1		1	1	1	1	1				1						1	
758	dark		1	1		1	1	1	1	1										1	
759	entire			1		1		1	1	1	1									1	
760	missing					1	1	1	1	1	1			1						1	
761	paper	1	1	1		1		1	1	1				1						1	
762	team	1	1	1		1		1	1	1										1	
763	present	1	1	1	1	1	1	1	1	1	1			1						1	
764	proud		1	1		1	1	1	1	1				1						1	
765	report	1	1	1		1	1	1	1	1										1	
766	mess	1	1	1	1	1	1	1	1	1				1	1						
767	hospital	1	1	1		1	1	1	1	1				1	1					1	1
768	return		1	1		1		1	1	1			1							1	
769	realize		1	1		1	1	1	1											1	
770	afternoon	1	1	1		1	1	1	1	1										1	
771	weird				1	1	1	1		1		1		1	1	1		1			
772	difference		1	1		1	1	1	1	1							1		1	1	
773	swear			1	1	1	1	1	1	1	1				1			1		1	
774	fix	1	1	1	1	1	1	1	1	1			1	1						1	
775	pain		1	1	1	1	1	1	1	1	1			1						1	
776	born		1	1		1		1	1	1										1	
778	war		1	1		1	1	1	1	1				1						1	
779	pleasure		1	1		1		1	1	1	1			1		1				1	
782	shit					3															
783	strange		1	1		1	1	1	1	1										1	
785	million	1	1	1		1		1	1	1										1	
786	neither		1	1		1	1	1	1	1				1						1	
787	during	1	1	1		1	1	1	1	1										1	
789	law		1	1		1	1	1	1	1	1			1						1	
790	lead		1	1		1	1	1	1	1			1	1						1	
792	bag	1	1	1		1	1	1	1	1										1	
793	situation		1	1		1	1	1	1	1										1	
795	age	1	1	1		1	1	1	1	1				1						1	
796	sex		1	1	1	1	1	1	1	1										1	
797	blue	1	1	1		1	1	1	1	1				1				1		1	
798	lovely	1	1	1		1	1	1	1	1				1						1	
802	calm		1	1		1	1	1	1	1	1					1				1	
803	dance	1	1	1		1	1	1	1	1										1	
804	cute	1	1		1	1									1						
805	especially		1	1		1	1	1	1	1										1	
806	deep		1	1		1		1	1	1										1	
807	class	1	1	1		1		1	1	1										1	
808	seat		1	1		1	1	1	1	1										1	
809	holding																				1
810	window		1	1		1	1	1	1	1				1						1	
811	hungry	1	1	1		1	1	1	1	1				1						1	
812	sell	1	1	1		1	1	1	1	1										1	
815	message		1	1		1	1	1	1	1				1						1	
816	fell		1						1	1								1			
817	history	1	1	1		1		1	1	1				1						1	
818	building	1	1	1		1	1	1	1	1	1									1	
819	broken	1	1	1		1		1	1											1	
820	quit			1	1	1		1	1	1	1				1				1	1	
821	service		1	1		1	1	1	1	1			1							1	
822	smell	1	1	1		1	1	1	1	1										1	
823	voice		1	1		1	1	1	1	1				1	1					1	
824	record	1	1	1		1	1	1	1	1	1									1	
826	grab			1	1	1	1	1	1	1		1		1	1	1					
827	definitely				1	1	1	1	1		1					1					
828	slow	1	1	1		1		1	1	1										1	
829	dangerous	1	1	1		1	1	1	1	1						1				1	
830	bother		1	1	1	1	1	1	1	1	1				1						
831	killing																			1	
832	single		1	1		1	1	1	1	1					1					1	
833	information	1	1	1		1	1	1	1	1	1			1						1	
834	offer		1	1		1	1	1	1	1			1	1	1					1	
835	favor									1										1	
836	fool		1	1		1	1	1	1	1				1						1	
837	amazing		1	1	1	1										1					
839	trip	1	1	1		1	1	1	1	1										1	
841	upset		1	1		1	1	1	1	1				1	1	1				1	1
842	box	1	1	1		1	1	1	1	1										1	
843	owe			1	1	1	1	1	1	1	1		1		1					1	
844	third	1	1	1		1		1	1	1										1	
845	hide	1	1	1		1		1	1	1				1		1		1		1	
846	share	1	1	1		1	1	1	1	1	1		1							1	
847	forward	1	1	1		1		1	1	1				1				1		1	1
848	earth	1	1	1		1		1	1	1										1	
850	boss	1	1	1		1	1	1	1	1										1	
851	honest	1	1	1		1	1	1	1	1				1						1	
853	buddy		1													1					
855	usually	1	1	1		1	1	1	1	1				1							
856	stuck		1																		
859	twice		1	1		1		1	1	1				1						1	
860	totally			1			1														
861	Jesus			1					1												
862	whose		1	1		1	1	1	1	1				1						1	
864	ground	1	1	1		1	1	1	1	1									1	1	
865	respect			1		1	1	1	1	1						1				1	
866	agree		1	1		1		1	1	1										1	
869	prove		1	1		1	1	1	1	1				1						1	
870	private		1	1	1	1	1	1	1	1	1			1						1	
871	whether		1	1		1	1	1	1	1											
874	beginning		1	1		1		1	1	1										1	
875	system		1	1	1	1	1	1	1	1						1				1	
877	bar			1	1	1	1	1	1	1				1	1	1		1	1	1	
878	mention		1	1	1	1	1	1	1	1				1	1	1				1	
879	forgive		1	1		1	1	1	1	1					1					1	
880	position		1	1		1	1	1	1	1	1		1	1						1	
881	dress	1	1	1		1	1	1	1	1										1	
882	seriously		1				1	1	1							1					
883	carry	1	1	1	1	1	1	1	1	1					1					1	
884	plenty	1	1	1		1	1	1	1	1	1									1	
885	accident		1	1		1		1	1	1						1				1	
886	list	1	1	1		1	1	1	1	1				1				1		1	
887	notice		1	1		1	1	1	1	1			1	1						1	
888	doubt		1	1		1	1	1	1	1						1				1	
889	key	1	1	1		1	1	1	1	1			1	1						1	
890	involved					1															
891	kick		1	1		1	1	1	1	1				1						1	
892	protect		1	1		1		1	1	1				1						1	
894	area	1	1	1		1	1	1	1	1									1	1	
895	joke		1	1	1	1	1	1	1	1				1						1	
896	club	1	1	1	1	1	1	1	1	1										1	
897	upstairs		1	1		1	1	1	1	1				1						1	
898	teach	1	1			1	1	1	1	1											
899	idiot				1	2			1	1					1						
900	obviously		1	1	1		1	1	1			1									
901	store		1	1		1	1	1	1	1										1	
902	hundred	1	1	1		1		1	1	1	1			1						1	
903	gotten		1																		
904	normal	1	1	1	1	1	1	1	1	1				1		1				1	
906	sake			1	1	1		1	1	1	1				1	1				1	
907	admit			1	1	1	1	1	1	1	1			1		1				1	
908	nose	1	1	1		1		1	1	1				1						1	
909	difficult	1	1	1		1	1	1	1	1										1	
910	fly	1	1	1		1	1	1	1	1				1						1	
911	ought			1		1	1	1	1	1										1	
912	card	1	1	1	1	1	1	1	1	1										1	
913	public		1	1		1	1	1	1	1			1	1						1	
914	blame		1	1		1	1	1	1	1				1	1	1				1	
915	bunch		1	1	1	1		1	1	1					1	1			1	1	
917	nervous		1	1	1	1	1	1	1	1	1					1					
918	wall	1	1	1		1	1	1	1	1				1						1	
919	rich	1	1	1		1	1	1	1	1										1	
920	push		1	1		1	1	1	1	1				1						1	
921	movie		1	1	1	1		1	1	1				1						1	
922	station	1	1	1		1	1	1	1	1	1									1	
923	surprised		1																		
924	group		1	1		1	1	1	1	1			1	1				1		1	
925	test		1	1		1		1	1	1										1	
927	awful		1	1	1	1	1	1	1	1	1				1					1	
928	visit	1	1	1		1	1	1	1	1	1			1							
929	American		1	1			1	1	1											1	
930	fit		1	1		1	1	1	1	1				1	1					1	
931	knock		1	1		1	1	1	1	1				1						1	
932	worst		1	1		1	1	1	1	1										1	
934	dying							1	1												
936	ring		1	1		1	1	1	1	1										1	
937	land	1	1	1		1	1	1	1	1				1						1	
938	ball	1	1	1		1		1	1	1											
939	extra		1	1	1	1	1	1	1	1					1						
940	grow	1	1	1		1	1	1	1	1			1	1						1	
942	learned		1	1	1	1		1	1	1										1	
943	dirty	1	1	1		1	1	1	1	1										1	
944	impossible		1	1		1	1	1	1	1	1									1	
947	foot	1	1	1		1		1	1	1				1						1	
948	fat	1	1	1		1	1			1										1	
949	marry	1	1	1		1		1	1	1										1	
950	murder		1	1		1	1	1	1	1	1			1						1	
951	security			1	1	1	1	1	1	1	1		1		1	1					
953	low	1	1	1		1	1	1	1	1				1				1		1	
955	soul			1		1		1	1	1	1									1	
956	keeping													1							
957	rid			1		1	1	1	1	1	1										
958	spot		1	1	1	1	1	1	1	1						1				1	
959	officer		1	1		1	1	1	1	1										1	
960	hotel	1	1	1		1	1	1	1	1				1						1	
961	wrote		1																		
962	shoes	1																			
963	often		1	1		1		1	1	1				1						1	
964	drunk			1		1	1	1	1	1										1	
966	begin	1	1	1		1		1	1	1				1						1	
967	English	1	1	1			1	1	1											1	
968	sad	1	1	1		1	1	1	1	1										1	
970	crap					3															
971	John		1																		
972	cost	1	1	1	1	1	1	1	1	1			1						1	1	
973	brain		1	1		1		1	1	1						1				1	
975	reach		1	1		1	1	1	1	1										1	
976	experience		1	1		1	1	1	1	1										1	
977	ridiculous			1		1		1	1	1	1				1	1				1	
978	reading			1	1	1		1	1	1										1	
979	force			1		1	1	1	1	1				1						1	
980	within		1	1		1	1	1	1	1				1						1	
982	favorite		1					1		1										1	
983	ice		1	1		1		1	1	1				1						1	
984	jump	1	1	1		1	1	1	1	1				1						1	
987	double		1	1	1	1	1	1	1									1		1	
988	nine	1	1	1		1		1	1	1				1						1	
989	suddenly		1			1	1	1	1												
990	breakfast	1	1	1		1	1	1	1	1										1	
991	consider		1	1		1		1	1	1										1	
993	neck		1	1		1		1	1	1				1						1	
994	waste		1	1		1	1	1	1	1				1				1		1	
995	attack		1	1		1	1	1	1	1				1	1					1	
996	sun	1		1		1	1	1	1	1										1	
998	fresh		1	1		1	1	1	1	1										1	
999	lay	1	1	1		1		1	1	1	1			1	1	1					
1001	girlfriend		1																		
1002	song	1	1	1		1		1	1	1										1	
1003	arm		1	1		1	1	1	1	1				1			1			1	
1004	suit		1	1		1	1	1	1	1	1					1				1	
1006	ourselves		1	1		1		1	1	1										1	
1007	everywhere	1	1	1		1		1	1	1										1	
1008	laugh	1	1	1		1	1	1	1	1				1						1	
1011	college		1	1		1	1	1	1	1										1	
1013	decide		1	1		1	1	1	1	1	1									1	
1014	hanging						1														
1015	cash		1	1	1	1		1	1	1			1		1					1	
1016	field		1	1	1	1	1	1	1	1			1	1						1	
1017	type		1	1	1	1	1	1	1	1				1						1	
1019	roll	1	1	1		1	1	1	1	1					1	1				1	
1020	fear		1	1		1	1	1	1	1										1	
1021	green	1	1	1		1	1	1	1	1	1			1				1		1	
1022	darling					1		1	1	1											
1024	rock	1	1	1		1	1	1	1	1	1									1	
1025	cry	1	1	1		1	1	1	1	1										1	
1027	round	1	1	1		1		1	1	1			1							1	
1029	honor		1							1				1						1	
1030	arms															1					
1032	smoke	1	1	1		1	1	1	1	1										1	
1033	machine	1	1	1		1		1	1	1				1						1	
1034	gift		1	1		1	1	1	1	1				1						1	
1035	warm	1	1	1		1	1	1	1	1				1						1	
1036	park	1	1	1		1	1	1	1	1				1							
1038	raise		1	1		1	1	1	1	1			1								
1039	relationship		1	1	1	1		1	1	1		1								1	
1041	Bill		1		1															1	
1042	peace		1	1		1	1	1	1	1				1						1	
1043	complete		1	1		1	1	1	1	1										1	
1044	lock		1	1		1		1	1	1				1	1					1	
1046	angry	1	1	1		1	1	1	1	1				1						1	
1047	closed	1	1															1		1	
1048	accept		1	1		1	1	1	1	1				1						1	
1049	hardly		1	1		1		1	1	1				1						1	
1050	action		1	1	1	1	1	1	1	1				1						1	
1051	silly		1	1		1	1	1	1	1	1					1				1	
1053	glass	1	1	1		1	1	1	1	1	1			1						1	
1054	court		1	1	1	1	1	1	1	1						1		1		1	
1055	bathroom	1	1	1		1		1	1	1										1	
1056	treat	1	1	1		1	1	1	1	1							1			1	
1058	sweetheart				1																
1060	interest		1	1		1	1	1	1	1			1	1		1				1	
1062	contact		1	1	1	1	1	1	1	1	1				1	1		1		1	
1063	taste	1	1	1		1	1	1	1	1						1				1	
1064	herself	1	1	1		1		1	1	1				1						1	
1065	willing		1	1		1		1	1	1	1									1	
1066	apart			1	1	1	1	1	1	1										1	
1067	star	1	1	1		1	1	1	1	1								1		1	
1068	possibly		1	1		1		1	1	1										1	
1069	wind	1	1	1		1	1	1	1	1	1			1						1	
1070	upon		1	1		1		1	1	1										1	
1071	kitchen	1	1	1	1	1	1	1	1	1				1						1	
1073	acting		1										1								
1074	further		1	1		1	1	1	1	1						1				1	
1075	tight		1	1	1	1	1	1	1	1	1									1	
1076	decision		1	1		1	1	1	1	1										1	
1077	corner	1	1	1		1	1	1	1	1	1									1	
1078	beer		1	1	1	1	1	1	1	1										1	
1079	quickly	1	1				1	1	1												
1080	thousand	1	1	1		1		1	1	1										1	
1084	lately			1	1	1		1	1	1										1	
1086	conversation		1	1	1	1	1	1	1	1	1					1				1	
1087	department		1	1	1	1		1	1	1	1									1	
1088	pardon		1	1		1	1	1	1	1				1						1	
1091	crime		1	1	1	1	1	1	1	1										1	
1094	steal		1	1		1	1	1	1	1	1									1	
1095	America	1	1	1			1	1	1											1	
1096	above		1	1		1		1	1	1										1	
1097	bottom		1	1		1	1	1	1	1	1		1							1	
1098	wild	1	1	1		1	1	1	1	1				1						1	
1099	smile		1	1		1	1	1	1	1										1	
1100	apartment	1	1	1	1	1		1	1	1	1									1	
1102	partner		1	1	1	1		1	1	1				1						1	
1103	track			1	1	1	1	1	1	1	1				1	1		1		1	
1105	scene		1	1		1	1	1	1	1	1				1	1				1	
1106	pants		1	1	1	1		1	1	1					1	1					
1107	themselves	1	1	1		1		1	1	1											
1108	empty	1	1	1		1	1	1	1	1						1				1	
1109	comfortable	1	1	1		1	1	1	1	1										1	
1111	train	1	1	1		1	1	1	1	1	1										
1112	letter	1	1	1		1	1	1	1	1				1						1	
1113	continue		1	1		1	1	1	1	1	1									1	
1114	evidence		1	1	1	1	1	1	1	1						1				1	
1115	excellent		1	1		1		1	1	1	1					1				1	
1116	hole	1	1	1		1	1	1	1	1				1						1	
1119	marriage		1	1		1		1	1	1	1									1	
1120	sing	1	1	1		1		1	1	1										1	
1126	hat	1	1	1		1	1	1	1	1				1						1	
1128	Christ					1		1	1	1											
1132	due			1	1	1	1	1	1	1	1		1		1	1				1	1
1133	excited		1																	1	
1134	final		1	1		1	1	1	1	1				1						1	
1138	fish	1	1	1		1	1	1	1	1				1						1	
1139	somehow			1	1	1	1	1	1	1		1			1					1	
1141	asleep	1	1	1		1		1	1	1											
1142	jail				1	1		1	1					1	1						
1144	necessary		1	1		1		1	1	1				1						1	
1145	cross	1	1	1		1		1	1	1								1		1	
1146	risk		1	1	1	1	1	1	1	1	1									1	1
1147	fill		1	1		1		1	1	1	1		1	1						1	
1148	size		1	1		1	1	1	1	1										1	
1151	arrest		1	1	1	1	1	1	1	1	1			1				1		1	
1152	plane	1	1	1		1	1	1	1	1				1			1	1	1	1	
1153	address		1	1		1	1	1	1	1	1				1			1		1	
1155	heavy	1	1	1	1	1	1	1	1	1				1				1			
1156	king	1	1	1		1	1	1	1	1				1							
1157	dare		1	1		1		1	1	1	1									1	
1158	lawyer		1	1	1	1	1	1	1	1	1			1						1	
1159	apologize			1	1	1	1	1	1							1		1		1	1
1161	press		1	1	1	1	1	1	1	1				1				1		1	
1162	board	1	1	1		1	1	1	1	1	1			1	1	1				1	1
1163	deserve			1	1	1	1	1	1	1	1				1	1				1	
1164	advice	1	1	1		1	1	1	1	1				1						1	
1165	sight		1	1	1	1	1	1	1	1										1	
1166	discuss		1	1		1		1	1	1										1	
1167	space	1	1	1		1	1	1	1	1						1				1	
1168	birthday	1	1	1		1	1	1	1	1				1						1	
1169	bastard					3															
1170	whoever				1	1		1	1	1				1						1	
1171	following		1	1	1	1	1	1	1	1										1	
1175	allow		1	1		1	1	1	1	1				1						1	
1176	support		1	1		1	1	1	1	1					1					1	
1177	pressure		1	1	1	1	1	1	1	1	1			1	1	1				1	
1178	wedding		1	1		1	1	1	1	1						1				1	
1179	common		1	1		1	1	1	1	1										1	
1180	afford		1	1	1	1	1	1	1	1	1				1	1				1	
1181	Jack		1																		
1182	emergency			1	1	1	1	1	1	1	1				1			1		1	
1184	price	1	1	1		1	1	1	1	1			1	1						1	
1185	beg		1	1		1	1	1	1	1				1						1	
1186	P		1																		
1187	burn	1	1	1		1		1	1	1	1									1	
1189	clock	1	1	1		1		1	1	1										1	
1191	responsible			1	1	1		1	1	1	1					1				1	
1192	writing			1	1	1		1	1	1										1	
1193	turning		1				1	1	1												
1194	huge		1	1		1		1	1	1				1						1	
1195	summer	1	1	1		1	1	1	1	1										1	
1198	teeth	1	1				1														
1199	choose	1	1	1		1	1	1	1	1										1	
1200	radio	1	1	1		1	1	1	1	1										1	
1201	note	1	1	1		2	1	1	1	1				1		1				1	
1202	tree	1	1	1		1	1	1	1	1										1	
1203	judge			1		1	1	1	1	1				1						1	
1205	immediately		1	1	1	1	1	1	1							1					
1207	grand		1	1	1	1		1	1	1	1				1	1				1	
1208	weekend	1	1	1	1	1		1	1	1				1						1	
1209	shop	1	1	1		1	1	1	1	1			1							1	
1210	became		1																		
1213	heaven		1	1		1	1	1	1	1	1			1		1				1	
1214	gas	1	1	1	1	1		1	1	1				1						1	
1216	breath		1	1		1	1	1	1	1						1				1	
1217	pal		1		1				1												
1218	art		1	1		1	1	1	1	1				1						1	
1219	hearing		1	1		1				1		1			1						
1220	evil		1	1	1	1	1	1	1	1										1	
1223	pack	1	1	1	1	1	1	1	1	1	1			1		1		1		1	
1224	bank	1	1	1		1	1	1	1	1										1	
1225	level		1	1	1	1	1	1	1	1				1						1	
1227	leg	1	1	1		1		1	1	1				1			1		1	1	
1231	horse	1	1	1		1		1	1	1				1						1	
1232	belong		1	1		1	1	1	1	1										1	
1233	hall	1	1	1		1		1	1	1				1						1	
1236	chicken	1	1	1		1	1	1	1	1										1	
1237	guard		1	1		1	1	1	1	1	1			1						1	
1239	cup	1	1	1		1	1	1	1	1										1	
1240	pretend		1	1		1	1	1	1	1				1				1		1	
1243	natural		1	1		1	1	1	1	1				1							
1244	bottle		1	1		1	1	1	1	1	1									1	
1245	perfectly			1				1	1												
1247	match	1	1	1		1	1	1	1	1	1				1					1	
1248	simply		1	1	1	1	1	1	1	1										1	
1251	truck	1	1	1		1		1	1	1										1	
1253	chair		1	1		1	1	1	1	1										1	
1254	shooting		1	1																	
1258	search		1	1		1	1	1	1	1										1	
1261	bus	1	1	1		1		1	1	1										1	
1262	innocent			1	1	1		1	1	1	1			1	1	1				1	
1263	finding		1			1		1	1	1				1							
1264	build	1	1	1		1		1	1	1										1	
1265	medical		1	1		1	1	1	1	1				1						1	
1266	taught		1																		
1267	guilty		1	1	1	1	1	1	1	1	1			1				1		1	
1268	dry	1	1	1		1	1	1	1	1										1	
1269	form		1	1		1	1	1	1	1				1						1	
1270	opportunity		1	1	1	1	1	1	1	1	1		1	1	1	1				1	
1271	gold	1	1	1		1	1	1	1	1				1						1	
1272	rule	1	1	1		1	1	1	1	1										1	
1273	skin	1	1	1		1	1	1	1	1										1	
1274	duty		1	1		1		1	1	1										1	
1275	prison	1	1	1		1	1	1	1	1	1									1	
1276	settle			1		1	1	1	1	1	1		1		1			1		1	
1277	trick	1	1	1		1	1	1	1	1	1				1					1	
1278	fellow			1		1	1	1	1	1	1									1	
1279	nature		1	1		1	1	1	1	1				1						1	
1280	goddamn				1																
1281	government		1	1		1	1	1	1	1				1						1	
1282	shame		1	1		1	1	1	1	1										1	
1283	wine		1	1		1	1	1	1	1				1						1	
1285	memory		1	1		1	1	1	1	1	1			1		1				1	
1286	loose			1	1	1	1	1	1	1				1		1				1	
1287	army	1	1	1		1	1	1	1	1	1									1	
1288	career		1	1	1	1		1	1	1						1				1	
1289	loud	1	1	1		1	1	1	1	1				1						1	
1290	spoke																	1			
1291	beauty		1	1		1	1	1	1	1				1						1	
1293	correct		1	1		1	1	1	1	1										1	
1295	dumb				1	1		1	1	1					1	1				1	
1296	flying		1																		
1297	bear	1	1	1	1	1	1	1	1	1	1			1	1	1				1	
1298	bite		1	1	1	1	1	1	1	1	1				1					1	
1299	local		1	1	1	1		1	1	1				1						1	
1300	nowhere		1	1	1	1		1	1	1					1					1	
1301	remind		1	1	1	1	1	1	1	1	1				1	1				1	1
1302	beyond		1	1		1	1	1	1	1											
1303	credit			1	1	1	1	1	1	1	1		1		1	1		1	1	1	1
1304	suggest		1	1		1	1	1	1	1										1	
1306	tape	1	1	1		1	1	1	1	1										1	
1307	personally			1		1															
1308	horrible	1		1	1	1		1		1				1	1					1	
1309	large	1	1	1		1	1	1	1	1				1						1	
1311	tie	1	1	1		1	1	1	1	1			1							1	
1312	usual		1	1		1	1	1	1	1				1						1	
1313	feed	1	1	1		1	1	1	1	1						1				1	
1315	several		1	1		1	1	1	1	1										1	
1316	French	1	1	1			1	1	1											1	
1319	cop				1	1		1		1											
1321	spirit		1	1	1	1		1	1	1										1	
1323	whenever		1	1		1		1	1	1										1	
1325	patient		1	1		1	1	1	1	1				1						1	
1326	cell			1	1	1	1	1	1	1	1				1	1				1	
1328	boat	1	1	1		1	1	1	1	1				1						1	
1329	practice		1	1		1	1	1	1	1				1						1	
1330	rough	1		1	1	1	1	1	1	1	1				1	1				1	
1331	built		1																		
1332	rain	1	1	1		1	1	1	1	1										1	
1333	copy		1	1		1		1	1	1											
1335	famous	1	1	1		1	1	1	1	1										1	
1336	ugly	1	1	1		1	1	1	1	1				1	1			1		1	
1338	opinion		1	1		1		1	1	1				1	1					1	
1339	onto		1	1	1	1		1	1	1				1							
1340	destroy		1	1	1	1	1	1	1	1										1	
1342	breathe	1	1	1		1		1	1	1						1				1	
1343	itself	1	1	1		1		1	1	1				1						1	
1347	study		1	1		1		1	1	1										1	
1348	danger	1	1	1		1		1	1	1										1	
1350	view		1	1	1	1	1	1	1	1				1						1	
1351	total		1	1		1	1	1	1	1									1	1	
1352	tea	1	1	1		1	1	1	1	1										1	
1353	split			1	1	1		1	1	1	1		1		1	1		1		1	
1354	wet	1	1	1		1	1	1	1	1				1						1	
1355	desk		1	1		1	1	1	1	1										1	
1356	bright	1	1	1		1	1	1	1	1										1	
1357	killer					1		1													
1358	main		1	1		1	1	1	1	1					1					1	
1359	shirt	1	1	1		1	1	1	1	1										1	
1361	driver		1	1	1	1		1	1	1										1	
1363	ours	1	1	1		1		1	1	1										1	
1365	eh						1														
1368	familiar			1		1		1	1	1					1					1	
1369	camera	1	1	1	1	1	1	1	1	1	1	1								1	
1370	account			1	1	1	1	1	1	1	1		1	1	1	1				1	1
1371	cat	1	1	1		1	1	1	1	1										1	
1372	escape		1	1	1	1	1	1	1	1						1				1	
1373	meaning		1	1		1		1	1	1										1	
1374	Christmas	1	1	1		1	1	1	1	1	1									1	
1375	guest		1	1		1	1	1	1	1				1						1	
1376	hero		1	1		1	1	1	1	1										1	
1378	condition		1	1	1	1	1	1	1	1	1		1		1	1				1	
1380	animal		1	1		1		1	1	1				1						1	
1381	insane				1	1			1			1			1			1	1		
1383	cook	1	1	1		1	1	1	1	1										1	
1385	color		1					1	1	1										1	
1386	lonely		1	1		1	1	1	1	1				1						1	
1387	serve		1	1		1	1	1	1	1										1	
1388	subject	1	1	1	1	1	1	1	1	1					1			1	1	1	
1389	opening		1	1		1		1	1	1			1		1					1	
1390	flight		1	1		1	1	1	1	1	1							1		1	1
1391	pair	1	1	1		1	1	1	1	1				1					1	1	
1392	aware			1	1	1		1	1	1	1			1	1					1	
1393	downstairs		1	1		1		1	1	1	1									1	
1394	draw	1	1	1		1	1	1	1	1						1				1	
1395	Saturday	1	1	1		1	1	1	1	1										1	
1396	wash	1	1	1		1	1	1	1	1				1						1	
1397	blind	1	1	1		1	1	1	1	1										1	
1399	sea	1	1	1		1		1	1	1										1	
1402	lines						1														
1404	cream	1	1	1	1	1		1	1	1	1									1	
1405	recognize			1		1	1	1	1	1					1	1				1	
1406	truly		1	1		1		1	1												
1407	health		1	1		1		1	1	1				1						1	
1408	church		1	1		1	1	1	1	1										1	
1409	screw					1		1	1	1	1				1	1		1		1	
1410	fantastic		1	1		1	1	1	1	1					1	1					
1411	introduce		1	1		1	1	1	1	1			1							1	
1414	incredible				1	1	1	1	1	1				1	1	1					
1415	Friday	1	1	1		1	1	1	1	1				1							
1417	regular		1	1	1	1	1	1	1	1	1									1	
1418	add	1	1	1		1	1	1	1	1				1			1			1	
1420	responsibility					1		1	1	1						1					
1421	sometime				1	1		1	1	1										1	
1422	purpose		1	1	1	1		1	1	1				1						1	
1426	master		1	1	1	1		1	1	1										1	
1427	ticket	1	1	1		1	1	1	1	1										1	
1429	block		1	1		1	1	1	1	1	1			1	1	1				1	
1433	heat	1	1	1		1		1	1	1	1			1						1	
1434	code					1	1	1	1	1	1	1			1			1	1	1	
1435	prefer		1	1	1	1		1	1	1				1						1	
1437	sudden		1	1		1		1	1	1										1	
1439	assume			1	1	1	1	1	1	1	1				1	1		1		1	
1440	teacher	1	1	1		1	1	1	1	1											
